Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Default,Id,Credit Score,Years in current job_0,Years in current job_1,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Years in current job_10,Term_Long Term,Term_Short Term,Home Ownership_2,Home Ownership_1,Purpose_1,Purpose_2,Purpose_3
1460340,0,7,21,1001990,0,0,315634,542583,13301,1,5408,748,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1526384,0,11,16,326876,0,0,415888,232617,24041,0,5409,692,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
503082,0,4,9,264484,0,0,119306,214719,4360,0,5410,723,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1026513,0,6,20,828124,0,0,518650,609349,16390,0,5411,700,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
952375,0,2,13,143330,0,0,308220,115121,11508,0,5412,736,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
370025,0,8,25,411026,0,0,133892,17746,3278,0,5413,742,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
613016,0,12,14,259336,0,0,129052,129010,10626,0,5414,741,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1254760,0,6,20,221386,0,0,134112,166535,11816,0,5417,740,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
686907,0,8,26,356598,1,1,161216,134900,3600,0,5418,737,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,9,21,219582,0,0,439032,168397,16001,0,5419,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1511488,0,6,17,487696,0,0,507540,412775,30230,0,5420,702,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
706040,0,6,14,270732,0,0,223850,198037,6884,0,5421,696,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,11,17,426008,1,1,178508,125096,20741,0,5422,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
902101,0,13,16,284372,0,0,177782,134596,17215,0,5423,734,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1547189,0,10,22,297924,0,0,60434,201210,24497,1,5424,743,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1501912,0,11,20,650210,0,0,543466,472815,19162,0,5425,693,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1163256,0,10,23,1035518,0,0,776468,338048,7937,0,5426,729,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,12,19,321310,0,0,178530,246145,16787,0,5427,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
518054,0,11,13,291390,0,0,171138,227487,13944,0,5429,730,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,12,704132,0,0,311388,207974,21685,0,5430,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1060162,0,4,20,1021218,0,0,624932,346617,11273,0,5433,666,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2140844,0,7,26,247808,0,0,468974,200108,28366,0,5434,710,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,8,10,172084,0,0,223058,70889,12986,1,5435,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
799805,0,9,24,213664,0,0,133584,108870,5785,0,5436,734,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1627388,0,8,15,422290,0,0,259908,355585,23461,0,5437,683,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1163256,0,7,17,671814,0,0,309848,439793,31164,0,5438,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
561621,0,13,11,247258,0,0,173404,131556,8012,0,5439,741,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
667736,0,7,31,330132,1,1,107360,80123,10016,0,5440,680,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
702430,0,10,8,166914,0,0,219824,72219,10478,0,5441,723,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1138632,0,6,13,100474,1,1,153010,24567,10248,0,5443,739,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1162686,0,11,9,511852,0,0,448756,401375,25773,0,5444,706,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
349600,0,9,17,480876,0,0,43560,110466,6439,0,5445,749,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,16,19,496540,0,0,260348,195548,15115,0,5449,729,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1498264,0,8,9,609180,0,0,325292,273068,5594,0,5450,743,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1864489,0,7,18,402688,0,0,78716,262922,31696,1,5452,714,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
802066,0,7,13,588412,0,0,358050,286615,12833,0,5454,736,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,13,18,342738,0,0,165704,163096,26937,0,5455,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
661409,0,12,17,194722,0,0,288838,143279,12897,1,5457,677,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,8,28,570526,0,0,206646,117762,3635,1,5459,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
582882,0,17,48,449900,1,1,224972,158517,12678,0,5460,721,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1052182,0,13,21,276342,0,0,402490,156788,11486,0,5461,726,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1127707,0,14,14,468930,0,0,184514,362045,25185,0,5462,688,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1214252,0,8,27,556050,0,0,666754,300143,12446,0,5463,708,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1463057,0,17,13,595914,0,0,289784,296438,21336,0,5464,745,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,10,287540,0,0,79618,139061,9344,0,5465,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,9,35,316536,0,0,260590,240578,16879,0,5467,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1555340,0,18,30,794024,0,0,135058,285266,18781,0,5469,733,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1125978,0,23,15,707828,0,0,260744,235961,15201,0,5470,728,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
830243,0,7,15,390544,0,0,227524,108946,3127,0,5471,673,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1236691,0,5,11,97680,0,0,173580,63517,11089,0,5472,748,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
729505,0,18,18,582494,0,0,372328,258571,11064,0,5473,680,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
835430,0,8,13,221430,0,0,214962,147839,10304,0,5474,678,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1030978,0,13,21,728530,0,0,425876,115767,14692,1,5475,729,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2025267,0,17,16,1060268,0,0,116094,559493,25991,0,5476,746,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
852264,0,10,16,567776,0,0,451748,264784,7955,1,5477,626,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2213006,0,12,18,465718,0,0,156090,250591,34117,1,5479,660,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1060276,0,13,14,416680,0,0,526152,325318,16169,1,5480,721,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
741760,0,8,10,362868,0,0,154594,143849,13043,1,5481,733,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
699067,0,12,16,341286,0,0,350020,259369,8389,1,5483,688,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1452664,2,5,17,491810,2,0,452848,328757,5677,0,5484,682,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2623026,0,7,16,260326,0,0,520652,182115,36526,1,5486,740,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
816354,0,5,5,103246,0,0,65956,26486,816,0,5487,733,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,10,17,388916,0,0,266816,324140,15117,0,5488,729,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
647387,0,8,15,726220,0,0,110396,336167,12257,1,5489,748,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1193314,0,10,17,347424,1,1,249612,204630,13027,0,5490,748,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1263785,0,8,16,310706,0,0,450252,175218,17588,0,5492,750,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,10,26,74690,1,1,309056,41933,39229,0,5493,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
639730,0,7,17,276584,0,0,324610,125400,9543,1,5494,699,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
658559,0,4,14,95898,0,0,43582,73625,7244,0,5495,657,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
690232,0,11,9,139920,0,0,111562,92568,11101,1,5496,739,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,6,4,145156,0,0,94534,92511,9676,0,5497,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
970900,0,13,13,613514,0,0,292292,232617,13754,1,5498,703,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1025145,0,17,8,518078,0,0,431640,327522,19819,1,5500,693,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1111842,0,14,21,202686,0,0,96558,93461,12508,0,5501,736,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
523906,0,12,31,311828,0,0,122408,87799,9649,1,5502,690,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2118006,0,10,27,621808,0,0,356708,331873,12443,0,5503,744,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1411320,0,12,21,884290,0,0,217888,210026,9562,0,5504,711,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
319067,0,14,7,784828,0,0,106172,12198,436,0,5506,734,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1106959,0,4,23,60566,0,0,108086,40375,950,0,5507,743,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,13,11,688644,0,0,411884,336623,17485,1,5508,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2812095,0,9,14,371162,0,0,130240,95190,13357,0,5509,750,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1975202,0,12,24,327580,0,0,250690,247266,21069,0,5511,740,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,14,19,428384,0,0,216458,220115,8867,0,5512,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1501608,0,9,10,147840,0,0,139106,118864,16643,0,5514,726,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
806854,0,6,12,424578,0,0,266926,164274,3456,0,5516,735,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1139772,0,7,19,265738,0,0,500390,42693,6934,1,5517,711,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1760787,0,8,23,602976,0,0,493614,320777,15994,0,5518,740,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
667166,0,10,9,160930,0,0,150216,98534,9007,0,5519,714,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1058851,0,11,17,383020,1,0,129052,253707,13236,0,5520,722,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1751382,0,15,15,1030348,0,0,450648,423567,23790,0,5521,735,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,21,20,490380,0,0,221694,134254,12598,0,5525,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1889740,0,37,25,1366332,0,0,636746,154584,38267,0,5526,743,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
959785,0,11,14,257774,1,1,250052,93062,5167,1,5528,607,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2301432,0,10,14,865062,1,1,777238,184528,38741,0,5529,632,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1356011,0,12,28,658988,0,0,212300,398962,21018,0,5530,734,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
915287,0,16,14,399608,0,0,211970,192565,20365,0,5531,708,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
854487,0,13,16,703252,0,0,435336,447013,18585,1,5533,728,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,11,10,397408,0,0,131824,11666,2087,1,5534,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
911126,0,9,26,1025266,0,0,409090,510910,18071,0,5535,734,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1694439,0,8,11,217998,0,0,435996,142899,21604,0,5536,746,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
557061,0,8,11,346060,0,0,71918,95342,3700,0,5537,676,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1599344,0,7,5,331012,0,0,348590,170373,15727,0,5538,706,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1722312,0,11,18,1000098,0,0,558382,284164,36872,0,5540,730,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
727890,0,10,19,313302,0,0,179806,167770,6539,0,5541,711,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1377842,0,10,19,854502,0,0,437096,523963,34217,0,5543,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1035918,0,9,6,350592,0,0,431816,95988,17092,1,5544,683,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2273388,0,7,16,212718,0,0,219362,145502,21597,0,5545,708,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1073994,0,15,16,515328,0,0,177650,108148,9219,1,5546,741,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1031871,0,7,16,346830,0,0,270512,242630,15736,1,5547,728,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
985226,0,10,27,217294,0,0,449746,151449,26109,0,5548,696,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
888706,0,15,12,843788,0,0,246752,401527,19033,1,5551,712,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
907801,0,8,13,291434,0,0,314798,78527,15433,1,5555,674,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,5,18,641872,0,0,139766,374186,9812,0,5557,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
679820,0,7,8,530156,0,0,330396,311334,10764,1,5559,670,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1453842,0,11,12,372856,0,0,301158,254714,8711,0,5560,735,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1163256,0,10,18,416372,0,0,681450,6118,15307,1,5561,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
1419167,0,13,20,265144,0,0,755348,106020,22588,1,5562,615,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1163256,0,9,25,331210,0,0,177672,148466,16897,0,5563,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,13,23,701954,0,0,107492,173983,9578,0,5564,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
631731,0,8,28,356972,1,1,258170,183122,12371,0,5565,724,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,12,24,594594,0,0,92620,126331,11987,0,5566,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
477717,0,10,8,343354,0,0,154880,118313,5414,0,5568,741,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,5,63756,0,0,204798,22800,9945,1,5570,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,10,13,145838,0,0,217008,18886,4649,1,5571,729,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
944490,0,17,11,439670,0,0,284350,354654,18496,1,5572,721,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1259833,0,15,26,668778,1,1,336644,329802,11653,0,5573,745,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
851162,0,8,8,455730,0,0,394218,220020,25109,1,5574,636,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1316757,0,23,19,1141888,0,0,297418,636082,30285,1,5575,647,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1150488,0,12,17,501204,1,1,473726,148029,27612,0,5576,733,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,11,18,476872,0,0,551188,202635,18944,0,5578,729,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1726758,0,7,26,626912,0,0,538736,306983,12044,0,5579,740,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1536568,0,26,26,908952,0,0,520410,341487,26634,0,5580,732,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1383922,0,5,11,95370,0,0,259864,42579,9353,0,5581,717,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1261809,0,15,13,687742,0,0,472032,465671,35541,1,5582,742,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,18,254122,0,0,323444,129048,2697,0,5583,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,5,14,141240,1,1,154022,18905,6651,1,5584,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1429788,3,6,36,277354,3,0,430012,195928,17038,1,5585,714,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
605264,0,10,12,594308,1,0,57486,90345,13064,0,5586,689,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1016671,0,5,10,350768,0,0,333168,281428,12031,0,5587,739,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1585607,0,7,12,127490,0,0,431992,55917,29995,0,5591,665,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1984512,0,12,15,719246,0,0,450560,332329,11543,1,5592,734,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1102608,0,9,16,945626,0,0,540980,539828,12129,0,5593,733,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1919038,0,9,14,884136,0,0,755062,552824,28786,0,5594,706,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1336251,0,8,17,626076,0,0,331562,257925,11469,0,5595,743,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1610953,0,8,21,208406,0,0,287386,111948,15036,0,5596,707,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1163256,0,14,15,428164,0,0,541046,255512,33020,1,5597,729,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1163256,0,8,13,370458,0,0,142868,154850,15693,0,5598,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
772236,0,14,15,482570,1,1,317988,299649,20529,0,5600,731,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1039547,0,5,20,217954,0,0,178332,1691,6696,0,5601,748,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1039262,0,5,24,148698,0,0,262548,105165,18880,0,5602,725,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
848597,0,17,22,906202,0,0,471636,194864,18103,1,5603,691,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2348400,0,6,12,624756,0,0,761376,125172,25637,0,5604,745,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1589331,0,16,15,1161248,0,0,194854,439261,12715,0,5605,742,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
578075,0,9,13,211728,2,1,163636,93081,17583,0,5606,678,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1043879,0,13,11,642598,0,0,322850,7771,2714,0,5607,731,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1911153,0,9,16,675532,0,0,327030,310954,23252,0,5608,749,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1146612,0,14,7,427284,0,0,331914,251294,25703,0,5610,669,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,15,12,730378,0,0,398640,402439,26359,1,5611,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
766384,0,4,27,45914,0,0,43714,25213,7536,0,5612,746,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1284780,0,6,13,781616,0,0,450076,250439,18415,1,5613,731,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
930620,0,13,12,633292,0,0,481140,409108,24274,0,5614,685,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1129227,0,7,20,96976,1,1,180356,58805,12986,1,5615,737,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,15,24,482878,0,0,312158,154299,18165,0,5616,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1308188,0,5,9,34672,0,0,207746,9994,17115,1,5617,730,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1328670,0,5,18,1021680,0,0,769230,633536,20816,1,5619,685,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1325687,0,10,20,449526,0,0,160182,230603,15245,0,5620,740,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1132020,0,9,15,607002,0,0,432542,302480,14622,1,5621,728,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,9,19,484814,0,0,172282,169993,12090,0,5622,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
463030,0,5,12,125092,0,0,145200,78109,7871,0,5624,740,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1143116,0,8,15,353452,1,1,234344,193230,17338,0,5625,717,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,11,30,395736,0,0,219692,179094,16571,1,5626,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
836019,0,5,21,266464,1,1,215116,105868,5929,1,5627,743,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1451087,0,10,14,53812,4,0,85690,19760,11584,1,5628,725,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
996398,0,10,8,1464100,0,0,332816,337611,5779,0,5629,709,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
942305,0,9,14,517176,0,0,192038,334533,17668,0,5630,742,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
771856,0,8,13,203456,0,0,301070,88198,18396,0,5631,685,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,19,16,907720,0,0,387992,514273,18393,0,5632,729,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
559512,0,9,15,155496,0,0,64790,126483,4849,0,5633,710,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
621319,0,10,13,268686,0,0,109120,92815,8647,0,5634,716,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1711463,0,11,17,581812,0,0,336028,422085,20538,0,5635,691,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
2331528,0,15,49,710050,0,0,562430,193173,26813,0,5636,749,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1889550,0,11,20,458898,0,0,289586,249679,14093,0,5638,736,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1614563,0,14,29,1199088,0,0,326084,517788,11060,0,5639,741,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
280136,0,4,17,329582,0,0,96690,179037,4599,1,5640,673,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
827051,0,8,31,336424,0,0,267256,217037,14473,0,5641,741,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1905890,0,9,23,571538,0,0,344256,278388,18328,1,5643,730,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
951710,0,6,13,200838,1,1,385704,41287,10469,0,5645,707,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
657153,0,5,15,706816,0,0,104346,568328,8488,1,5647,736,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
949905,0,12,8,180290,0,0,110000,142006,11795,1,5648,722,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
867407,0,7,23,225060,0,0,225192,61807,12650,0,5649,723,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
823289,0,14,9,524392,0,0,173316,126806,16535,0,5651,732,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
907117,0,10,17,429022,1,1,108284,156370,23359,0,5652,743,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1685889,0,13,16,403612,1,1,347028,127224,8837,0,5653,743,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1587374,0,8,10,877206,0,0,336974,518187,20371,1,5655,743,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1555416,0,10,7,659384,0,0,506528,400349,19961,0,5657,722,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
554154,0,5,23,722986,0,0,104060,460180,9836,0,5658,728,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
435651,0,3,10,219406,0,0,191356,157833,5409,0,5659,720,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1508600,0,7,14,238062,2,2,244552,153387,16595,1,5660,721,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
635607,0,7,11,151470,0,0,294382,64752,14142,1,5661,608,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
558201,0,13,15,683914,0,0,86174,165965,4317,0,5662,717,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
